block_number,miner_reward,fee_recipient_eth_diff,miner,fee_recipient,coinbase_transfers,eth_sent_to_fee_recipient,gas_used,gas_price,effective_priority_fee
18797673,23189806993071808,23189806993071808,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12635179,1835336641,1835336641
18797659,42541716475924395,42541716475924395,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,16050912,2650423631,2650423631
18797651,23839454793511961,23839454793511961,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3939828,6050887194,6050887194
18797648,60013584383828373,60013584383828373,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3803034016698013,3803034016698013,16885564,3554135614,3554135614
18797644,66566344025502971,66566344025502971,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17392389,3827326080,3827326080
18797624,73691733955434921,73691733955434921,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,23268154,3167064046,3167064046
18797587,20969822105815655,20969822105815655,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1473359,14232662986,14232662986
18797578,37280804216003849,37280804216003849,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1366326229192648,1366326229192648,21844470,1706647229,1706647229
18797558,45644500096870886,45644500096870886,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15415747,2960900960,2960900960
18797541,37161323020149455,37161323020149455,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,26074622,1425191246,1425191246
18797535,15973107804834131,15973107804834131,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3686969,4332314105,4332314105
18797527,986089620035208067,986089620035208067,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,962710136943530200,962710136943530200,16044319,61460359896,61460359896
18797513,8599739743523540,8599739743523540,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8313558,1034423497,1034423497
18797496,48575912246865801,48575912246865801,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,70947620075141,70947620075141,21431876,2266526376,2266526376
18797486,56793454040147234,56793454040147234,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,18078201268150000,18078201268150000,12336151,4603822865,4603822865
18797480,12829646236794457,12829646236794457,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7264605,1766048702,1766048702
18797462,34391789143643496,34391789143643496,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7073613,4861983422,4861983422
18797453,20034671608938452,20034671608938452,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19003597,1054256813,1054256813
18797418,48033049613664437,48033049613664437,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,31416053210936929,31416053210936929,8891492,5402136065,5402136065
18797388,12815954584676744,12815954584676744,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11015591,1163437766,1163437766
18797352,59006716498866136,59006716498866136,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,26813880,2200603437,2200603437
18797339,15098165230673523,15098165230673523,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12375409,1220013433,1220013433
18797320,96709437667504643,96709437667504643,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11423120,8466114132,8466114132
18797309,30983560581680237,30983560581680237,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7661650000000000,7661650000000000,22620529,1369709814,1369709814
18797296,50780071149535143,50780071149535143,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,22744700698721258,22744700698721258,9823683,5169147981,5169147981
18797291,78509154694766699,78509154694766699,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9365148,8383119486,8383119486
18797289,38345730911923257,38345730911923257,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12223184,3137131120,3137131120
18797258,14877465174452732,14877465174452732,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12321788,1207411227,1207411227
18797248,101460721756463340,101460721756463340,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2407571431969876,2407571431969876,7945173,12770108562,12770108562
18797242,44902776426911779,44902776426911779,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,21296705,2108437733,2108437733
18797229,24505717603156518,24505717603156518,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9046403,2708890771,2708890771
18797214,38784218439173696,38784218439173696,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6234695977857891,6234695977857891,11189562,3466106934,3466106934
18797205,30830778779288276,30830778779288276,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11230732232206816,11230732232206816,10668494,2889890436,2889890436
18797173,34483583246939084,34483583246939084,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14230347,2423242612,2423242612
18797149,43673232885440333,43673232885440333,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6362947,6863680128,6863680128
18797143,27334282248812867,27334282248812867,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3714911021234768,3714911021234768,8945510,3055642691,3055642691
18797127,32589273722767971,32589273722767971,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1071553235350000,1071553235350000,13912352,2342470469,2342470469
18797102,37591749672655713,37591749672655713,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1000000000000000,1000000000000000,10151499,3703073769,3703073769
18797101,51990315073493054,51990315073493054,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10917270,4762208415,4762208415
18797096,45613055495817857,45613055495817857,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9866711390667675,9866711390667675,15455380,2951273633,2951273633
18797047,73158444013736694,73158444013736694,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6050900,12090506207,12090506207
18797010,58328407943197080,58328407943197080,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5403691764137963,5403691764137963,9240822,6312036736,6312036736
18797003,45394055628188248,45394055628188248,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11930878,3804753986,3804753986
18797001,16486430380260371,16486430380260371,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11726396,1405924751,1405924751
18796987,90925439103298684,90925439103298684,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,20196859,4501959393,4501959393
18796965,31340596775028506,31340596775028506,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10307945,3040431121,3040431121
18796960,49734126142788327,49734126142788327,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,16933434,2937037233,2937037233
18796945,90804945144044848,90804945144044848,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1099420979145241,1099420979145241,9125658,9950509337,9950509337
18796906,68040869578541940,68040869578541940,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5907723,11517274858,11517274858
18796899,52200611540441304,52200611540441304,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,29968472,1741850953,1741850953
18796889,59370800905057273,59370800905057273,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14131769,4201229223,4201229223
18796875,39814051279563110,39814051279563110,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,11521794850377544,11521794850377544,8675026,4589502242,4589502242
18796849,133214408016696803,133214408016696803,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17025854,7824242356,7824242356
18796838,25433966227808603,25433966227808603,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2513788952145991,2513788952145991,12069493,2107293672,2107293672
18796809,38768365511942923,38768365511942923,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6243961250396731,6243961250396731,14497686,2674107130,2674107130
18796791,101432733584335748,101432733584335748,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11212884,9046087838,9046087838
18796777,97516188786460469,97516188786460469,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,538192194142992,538192194142992,8192255,11903461108,11903461108
18796764,26068914373062758,26068914373062758,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2634619797055343,2634619797055343,5228443,4985980410,4985980410
18796754,49525786623281587,49525786623281587,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5583757360871622,5583757360871622,10672435,4640532982,4640532982
18796749,34510457133402790,34510457133402790,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,984103968484640,984103968484640,9157324,3768618117,3768618117
18796706,33085913060365087,33085913060365087,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7002934057331,7002934057331,9366917,3532209483,3532209483
18796705,19857782978088277,19857782978088277,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10544925,1883160191,1883160191
18796687,89207610549139834,89207610549139834,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,25849415936495339,25849415936495339,5721533,15591557463,15591557463
18796684,84719928378800397,84719928378800397,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,18875065659804613,18875065659804613,9621359,8805401438,8805401438
18796677,18360806687932138,18360806687932138,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4824936,3805399012,3805399012
18796666,34361208306025402,34361208306025402,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1000000000000000,1000000000000000,9641390,3563926809,3563926809
18796615,92503043939384028,92503043939384028,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2996400000000000,2996400000000000,29805893,3103515265,3103515265
18796606,21786899365476751,21786899365476751,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11855569,1837693270,1837693270
18796598,28776973782442956,28776973782442956,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,34084263256913684,34084263256913684,9004163,3195963220,3195963220
18796593,44404642500411692,44404642500411692,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,22700467,1956111409,1956111409
18796586,52957966635859039,52957966635859039,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8281593,6394659413,6394659413
18796581,18873652391693834,18873652391693834,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2039022,9256227932,9256227932
18796576,219600504147038766,219600504147038766,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,42150493113950208,42150493113950208,10936038,20080444503,20080444503
18796555,162073290220322307,162073290220322307,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10000000000000000,10000000000000000,29241608,5542557379,5542557379
18796541,83473876960920746,83473876960920746,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10756828,7760082894,7760082894
18796538,45476594071230113,45476594071230113,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3761523,12089941779,12089941779
18796505,38485792194419430,38485792194419430,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13380488,2876262225,2876262225
18796504,62507422181779717,62507422181779717,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,28894107,2163327704,2163327704
18796497,70854415593892534,70854415593892534,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11753739,6028244764,6028244764
18796473,66324587830324022,66324587830324022,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7208360,9201064851,9201064851
18796470,82340618436220083,82340618436220083,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3868232659868057,3868232659868057,9420256,8740804754,8740804754
18796428,74065351239992699,74065351239992699,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5000000000000000,5000000000000000,9826902,7536999070,7536999070
18796412,54136783178608651,54136783178608651,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15600582,3470177149,3470177149
18796385,61200353985202838,61200353985202838,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10700476,5719404817,5719404817
18796362,28122381082809215,28122381082809215,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,27754959,1013238069,1013238069
18796353,30387608186457318,30387608186457318,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7113643,4271736462,4271736462
18796352,41331531612187164,41331531612187164,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11269626,3667515817,3667515817
18796336,21021441646165422,21021441646165422,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2089701,10059545191,10059545191
18796328,16623364600811007,16623364600811007,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19494305,852729276,852729276
18796326,37365558393478841,37365558393478841,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1891939230911003,1891939230911003,15885104,2352238826,2352238826
18796315,142909566463963768,142909566463963768,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13737610,10402796881,10402796881
18796301,147540419739945198,147540419739945198,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,22001667,6705874593,6705874593
18796276,23927180924346683,23927180924346683,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1735613677290023,1735613677290023,7484381,3196948541,3196948541
18796262,172959243716167533,172959243716167533,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,21520373362000000,21520373362000000,4240549,40786993315,40786993315
18796251,35593850321140005,35593850321140005,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9920724,3587827896,3587827896
18796228,37983164664484881,37983164664484881,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3112592324961671,3112592324961671,6903652,5501894455,5501894455
18796222,32098672221501418,32098672221501418,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5524020,5810745113,5810745113
18796199,52787144300990351,52787144300990351,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11138786,4739039272,4739039272
18796183,37602147321923329,37602147321923329,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,29826683,1260688200,1260688200
18796180,88732972532483017,88732972532483017,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,18866786,4703131340,4703131340
18796176,8489516092243725,8489516092243725,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,1754800,4837882432,4837882432
18796161,32664739223869005,32664739223869005,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,6276331203540000,6276331203540000,3349207,9752977114,9752977114
18796136,54553696393801746,54553696393801746,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,26561445510252927,26561445510252927,13262794,4113288376,4113288376
18796127,17936013638486581,17936013638486581,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3758897,4771616151,4771616151
18796113,25857790124722012,25857790124722012,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19843397,1303092919,1303092919
18796078,26836496928668217,26836496928668217,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4788872599746087,4788872599746087,8008086,3351174916,3351174916
18796071,33500006175241030,33500006175241030,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6786216,4936478027,4936478027
18796066,58939165567369213,58939165567369213,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2416200,24393330671,24393330671
18796060,36427259356684510,36427259356684510,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4926297,7394450508,7394450508
18796059,84465985294233702,84465985294233702,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,50000000000000000,50000000000000000,2988074,28267701969,28267701969
18796039,20615642043195307,20615642043195307,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9272407,2223332306,2223332306
18796030,24378866081217452,24378866081217452,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2397220200441395,2397220200441395,8782200,2775940661,2775940661
18796019,27473172570243233,27473172570243233,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12102927,2269961024,2269961024
18796018,39818315141523033,39818315141523033,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19177311,2076324211,2076324211
18796004,51862545998040557,51862545998040557,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7809715,6640773190,6640773190
18795978,52214733061891859,52214733061891859,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10282439,5078049387,5078049387
18795951,137869126844633595,137869126844633595,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,24911389,5534381356,5534381356
18795942,43070313223349567,43070313223349567,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11234274,3833831471,3833831471
18795933,37692537099885922,37692537099885922,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10661313,3535449817,3535449817
18795871,41233543646821168,41233543646821168,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13626509,3025979995,3025979995
18795854,39211883144719611,39211883144719611,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3304910704863356,3304910704863356,12908643,3037645641,3037645641
18795841,48981071343244414,48981071343244414,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,18535871312204133,18535871312204133,8858920,5529011588,5529011588
18795817,21976786232254806,21976786232254806,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6978682,3149131344,3149131344
18795783,38795287307325785,38795287307325785,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7179032,5403971915,5403971915
