block_number,miner_reward,fee_recipient_eth_diff,miner,fee_recipient,coinbase_transfers,eth_sent_to_fee_recipient,gas_used,gas_price,effective_priority_fee
18859213,155979687219098935,155979687219098935,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,20010888,7794740904,7794740904
18859209,169664470699284942,169664470699284942,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10211132,16615637786,16615637786
18859206,166621210565103124,166621210565103124,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,415586324657554,415586324657554,11495688,14494235626,14494235626
18859203,159270804295203707,159270804295203707,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,286000000260000,286000000260000,9081612,17537723952,17537723952
18859197,208294560308363427,208294560308363427,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9501932,21921285093,21921285093
18859193,173938942714059349,173938942714059349,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5000000000000000,5000000000000000,13151146,13226143388,13226143388
18859183,188316386529732927,188316386529732927,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7477977,25182798306,25182798306
18859180,154268630158670142,154268630158670142,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,2944240,52396757791,52396757791
18859170,211462325457160865,211462325457160865,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,31948067150902236,31948067150902236,12441745,16996195104,16996195104
18859164,220540030460275221,220540030460275221,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,52091428371008932,52091428371008932,6011080,36688919538,36688919538
18859161,229112744723973507,229112744723973507,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12372550,18517827345,18517827345
18859155,162690050921567475,162690050921567475,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8723276,18650109307,18650109307
18859154,174791620753835435,174791620753835435,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,987088077560000,987088077560000,18946558,9225507913,9225507913
18859153,237448426425869122,237448426425869122,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8982368,26434947491,26434947491
18859148,170594099533631976,170594099533631976,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13040638,13081729554,13081729554
18859140,188741266085706346,188741266085706346,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12580178,15003068007,15003068007
18859134,180056514540363046,180056514540363046,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12762862,14107847796,14107847796
18859130,169926684435488940,169926684435488940,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,6616906,25680685872,25680685872
18859115,168807137990377741,168807137990377741,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11111975,15191461283,15191461283
18859114,175649580020656071,175649580020656071,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14780973,11883492380,11883492380
18859112,170493870183191131,170493870183191131,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4647000,36689018761,36689018761
18859111,178646743576499679,178646743576499679,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19270864,9270302752,9270302752
18859104,196823386593149371,196823386593149371,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,30335765966936674,30335765966936674,12702904,15494361493,15494361493
18859099,177082016755724152,177082016755724152,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1678377837812189,1678377837812189,12468579,14202261280,14202261280
18859092,194241176770950521,194241176770950521,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15842021,12261136175,12261136175
18859091,220277765414965355,220277765414965355,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,16411498705165523,16411498705165523,14576438,15111906311,15111906311
18859080,189740072400481859,189740072400481859,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,612838367922000,612838367922000,23038349,8235836361,8235836361
18859063,212361549627983445,212361549627983445,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,8991189150974516,8991189150974516,13931140,15243659142,15243659142
18859055,183862712407241204,183862712407241204,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9294883,19781067971,19781067971
18859043,183552176007413054,183552176007413054,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15695417,11694635192,11694635192
18859040,166583425727137372,166583425727137372,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9892096,16840053485,16840053485
18859030,163692194495143595,163692194495143595,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10742623,15237637446,15237637446
18859017,148780314416738172,148780314416738172,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9103625,16342974849,16342974849
18859015,158520850891059200,158520850891059200,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5070684,31262222392,31262222392
18859010,159662107653558517,159662107653558517,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9242154,17275421687,17275421687
18859008,158557854559658604,158557854559658604,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13511201,11735289450,11735289450
18859007,168718593791502749,168718593791502749,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,12455924648817306,12455924648817306,11123584,15167646847,15167646847
18859002,174359149108079758,174359149108079758,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14954683,11659167172,11659167172
18858999,143468276509499091,143468276509499091,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10880070,13186337634,13186337634
18858993,150281580952534947,150281580952534947,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,572000000520000,572000000520000,11503670,13063794506,13063794506
18858976,162016341049466809,162016341049466809,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5426350000000000,5426350000000000,11846543,13676254840,13676254840
18858964,138598055080631118,138598055080631118,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9879569,14028755209,14028755209
18858960,133437048107784942,133437048107784942,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11036739,12090260366,12090260366
18858944,143631855380662156,143631855380662156,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12769481,11248057409,11248057409
18858928,131632492118253729,131632492118253729,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3991145,32981135017,32981135017
18858921,144018309231132627,144018309231132627,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,8755120,16449609968,16449609968
18858900,139815274821271815,139815274821271815,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12242345,11420628549,11420628549
18858865,130997748636850766,130997748636850766,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1141728459481620,1141728459481620,12081175,10843129797,10843129797
18858852,118993842682832228,118993842682832228,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2612179999999999,2612179999999999,8528747,13952089642,13952089642
18858850,115237630505190566,115237630505190566,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10577324,10894781185,10894781185
18858824,118767847658183815,118767847658183815,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,9794515,12125954951,12125954951
18858810,126515986829654767,126515986829654767,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,774383261730000,774383261730000,11195450,11300661146,11300661146
18858808,113004529832307902,113004529832307902,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,17659993,6398900035,6398900035
18858805,143299312073470741,143299312073470741,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,19965168,7177465878,7177465878
18858799,116866311633053025,116866311633053025,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13487222,8664965374,8664965374
18858778,184184679620933793,184184679620933793,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,150793767306500,150793767306500,13044167,14120079850,14120079850
18858766,117774589724817727,117774589724817727,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12470089,9444566893,9444566893
18858761,225803334580633064,225803334580633064,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,4014229438510600,4014229438510600,16497185,13687385731,13687385731
18858755,169189520375337961,169189520375337961,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,47558963351048005,47558963351048005,12123310,13955720044,13955720044
18858748,127583097560273924,127583097560273924,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,10000000000000000,10000000000000000,8437865,15120305617,15120305617
18858740,150452776208520456,150452776208520456,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,338471912350000,338471912350000,14065942,10696246025,10696246025
18858722,192134768118422069,192134768118422069,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,225055228158631,225055228158631,17122437,11221227919,11221227919
18858718,123662834858454225,123662834858454225,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2690123833455385,2690123833455385,12865529,9611951040,9611951040
18858713,161743781890819048,161743781890819048,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1195844167440000,1195844167440000,16175226,9999475858,9999475858
18858696,138040597517399885,138040597517399885,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,539755630964641,539755630964641,11516720,11986103466,11986103466
18858683,188892636088015541,188892636088015541,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2759039275460000,2759039275460000,24030820,7860432398,7860432398
18858678,150519255459595496,150519255459595496,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5000000000000000,5000000000000000,15449875,9742425453,9742425453
18858674,184333287179408615,184333287179408615,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,5122574771662200,5122574771662200,8791638,20966887760,20966887760
18858672,149731543799834190,149731543799834190,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11229029,13334326930,13334326930
18858649,187576345463991767,187576345463991767,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,15868627590750908,15868627590750908,14037641,13362383712,13362383712
18858627,169967981693223582,169967981693223582,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,135000000000000000,135000000000000000,13412150,12672687204,12672687204
18858618,242925708349123352,242925708349123352,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,7855120412397457,7855120412397457,24594531,9877224670,9877224670
18858615,189051331398701712,189051331398701712,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2722346871790887,2722346871790887,13563776,13937957350,13937957350
18858597,150329441957621437,150329441957621437,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10947453,13731910240,13731910240
18858584,130257348447371178,130257348447371178,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12815593,10163973563,10163973563
18858554,106401415854699153,106401415854699153,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10936169,9729313423,9729313423
18858553,102416473950851961,102416473950851961,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11405482,8979583147,8979583147
18858548,169307021688722746,169307021688722746,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14064152,12038196237,12038196237
18858528,147403220474639382,147403220474639382,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1749261662199004,1749261662199004,20132320,7321720520,7321720520
18858527,124909484726141802,124909484726141802,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1038379306039505,1038379306039505,13093685,9539673875,9539673875
18858520,117423172907241149,117423172907241149,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5620605,20891554006,20891554006
18858518,155744287257706282,155744287257706282,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,612402858444813,612402858444813,11820945,13175282285,13175282285
18858515,153865916897235934,153865916897235934,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3000000000000000,3000000000000000,27764646,5541792857,5541792857
18858512,161429986334571788,161429986334571788,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10637990,15174857875,15174857875
18858506,192889269691190810,192889269691190810,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2660616462206775,2660616462206775,11988130,16090021520,16090021520
18858502,160159724577531025,160159724577531025,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12643017,12667840641,12667840641
18858501,167301833007719507,167301833007719507,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2687865631422974,2687865631422974,13147999,12724509106,12724509106
18858499,254127825704889306,254127825704889306,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,104707491030395264,104707491030395264,16598613,15310184393,15310184393
18858496,160339305896715005,160339305896715005,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4907791,32670361451,32670361451
18858488,280843313555753710,280843313555753710,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,61893714788290000,61893714788290000,15630560,17967578484,17967578484
18858486,192137963527058448,192137963527058448,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2159817827334805,2159817827334805,11440451,16794614436,16794614436
18858484,184016390698306103,184016390698306103,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,7935911,23187809275,23187809275
18858480,139660247365402766,139660247365402766,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,9036465450006633,9036465450006633,14249337,9801175125,9801175125
18858477,194222233528854627,194222233528854627,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14169208,13707345783,13707345783
18858475,261332815717743506,261332815717743506,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,5907580,44236864455,44236864455
18858472,351936194211570309,351936194211570309,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,70903583493305596,70903583493305596,10224310,34421510518,34421510518
18858469,230728991940411569,230728991940411569,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15959192,14457435685,14457435685
18858459,226479325909304565,226479325909304565,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12537463,18064206922,18064206922
18858455,278294029505369538,278294029505369538,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,14316754,19438346814,19438346814
18858447,328270256446718585,328270256446718585,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,3576758578069404,3576758578069404,12152302,27013010082,27013010082
18858443,254759315907579017,254759315907579017,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,15688236,16238875798,16238875798
18858441,220460916715566330,220460916715566330,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,29012564,7598808458,7598808458
18858440,218310511435026287,218310511435026287,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,11053372,19750580314,19750580314
18858430,229192582025349633,229192582025349633,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12027021,19056471425,19056471425
18858425,225632144331913738,225632144331913738,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,3220482,70061607030,70061607030
18858423,238297709494400643,238297709494400643,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,2401111613031319,2401111613031319,10391638,22931679249,22931679249
18858417,255422702197952882,255422702197952882,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12931202,19752433083,19752433083
18858407,256200955025762513,256200955025762513,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13832268,18521977381,18521977381
18858406,227364467475258275,227364467475258275,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4654109,48852415677,48852415677
18858396,241225389296129272,241225389296129272,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,286000000260000,286000000260000,12345768,19539115695,19539115695
18858386,245578483991498488,245578483991498488,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,4646018,52857841702,52857841702
18858364,240267403221942175,240267403221942175,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10797818,22251477402,22251477402
18858359,316733086749442441,316733086749442441,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10740656,29489175218,29489175218
18858348,317419080874494868,317419080874494868,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,12827127,24745921738,24745921738
18858341,402008708036785025,402008708036785025,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,179999999999999997,179999999999999997,15310720,26256682117,26256682117
18858337,227812997204556355,227812997204556355,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,16159288,14097960083,14097960083
18858328,229473703109383012,229473703109383012,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,10344605,22182935270,22182935270
18858290,242369790709441832,242369790709441832,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,16270407,14896356969,14896356969
18858273,218355566566227375,218355566566227375,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,185000000000000000,185000000000000000,11015879,19821892249,19821892249
18858245,181513794147546206,181513794147546206,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,27417952,6620253553,6620253553
18858239,187619911406281932,187619911406281932,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,286000000260000,286000000260000,9183023,20431170803,20431170803
18858222,176852850588009001,176852850588009001,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,140000000000000000,140000000000000000,21832794,8100330658,8100330658
18858217,159447694918495159,159447694918495159,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0,0,13213589,12066948269,12066948269
18858204,167968646475194302,167968646475194302,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,1019591320670000,1019591320670000,12222276,13742828788,13742828788
